link,title
https://dl.acm.org/doi/10.1145/3394486.3403300,Reconstruction and Decomposition of High-Dimensional Landscapes via Unsupervised Learning.
https://dl.acm.org/doi/10.1145/3394486.3403301,Map Generation from Large Scale Incomplete and Inaccurate Data Labels.
https://dl.acm.org/doi/10.1145/3394486.3403302,Grale: Designing Networks for Graph Learning.
https://dl.acm.org/doi/10.1145/3394486.3403303,Automatic Validation of Textual Attribute Values in E-commerce Catalog by Learning with Limited Labeled Data.
https://dl.acm.org/doi/10.1145/3394486.3403304,CLARA: Confidence of Labels and Raters.
https://dl.acm.org/doi/10.1145/3394486.3403305,Embedding-based Retrieval in Facebook Search.
https://dl.acm.org/doi/10.1145/3394486.3403306,Lumos: A Library for Diagnosing Metric Regressions in Web-Scale Applications.
https://dl.acm.org/doi/10.1145/3394486.3403307,Order Fulfillment Cycle Time Estimation for On-Demand Food Delivery.
https://dl.acm.org/doi/10.1145/3394486.3403308,Calendar Graph Neural Networks for Modeling Time Structures in Spatiotemporal User Behaviors.
https://dl.acm.org/doi/10.1145/3394486.3403309,Privileged Features Distillation at Taobao Recommendations.
https://dl.acm.org/doi/10.1145/3394486.3403310,Cracking Tabular Presentation Diversity for Automatic Cross-Checking over Numerical Facts.
https://dl.acm.org/doi/10.1145/3394486.3403311,GrokNet: Unified Computer Vision Model Trunk and Embeddings For Commerce.
https://dl.acm.org/doi/10.1145/3394486.3403312,Learning Instrument Invariant Characteristics for Generating High-resolution Global Coral Reef Maps.
https://dl.acm.org/doi/10.1145/3394486.3403313,Causal Meta-Mediation Analysis: Inferring Dose-Response Function From Summary Statistics of Many Randomized Experiments.
https://dl.acm.org/doi/10.1145/3394486.3403314,AutoFIS: Automatic Feature Interaction Selection in Factorization Models for Click-Through Rate Prediction.
https://dl.acm.org/doi/10.1145/3394486.3403315,City Metro Network Expansion with Reinforcement Learning.
https://dl.acm.org/doi/10.1145/3394486.3403316,Game Action Modeling for Fine Grained Analyses of Player Behavior in Multi-player Card Games (Rummy as Case Study).
https://dl.acm.org/doi/10.1145/3394486.3403317,Cascade-LSTM: A Tree-Structured Neural Classifier for Detecting Misinformation Cascades.
https://dl.acm.org/doi/10.1145/3394486.3403318,Personalized Prefix Embedding for POI Auto-Completion in the Search Engine of Baidu Maps.
https://dl.acm.org/doi/10.1145/3394486.3403319,Category-Specific CNN for Visual-aware CTR Prediction at JD.com.
https://dl.acm.org/doi/10.1145/3394486.3403320,ConSTGAT: Contextual Spatial-Temporal Graph Attention Network for Travel Time Estimation at Baidu Maps.
https://dl.acm.org/doi/10.1145/3394486.3403321,Faster Secure Data Mining via Distributed Homomorphic Encryption.
https://dl.acm.org/doi/10.1145/3394486.3403322,Contagious Chain Risk Rating for Networked-guarantee Loans.
https://dl.acm.org/doi/10.1145/3394486.3403323,AutoKnow: Self-Driving Knowledge Collection for Products of Thousands of Types.
https://dl.acm.org/doi/10.1145/3394486.3403324,Personalized Image Retrieval with Sparse Graph Representation Learning.
https://dl.acm.org/doi/10.1145/3394486.3403325,Comprehensive Information Integration Modeling Framework for Video Titling.
https://dl.acm.org/doi/10.1145/3394486.3403326,Acoustic Measures for Real-Time Voice Coaching.
https://dl.acm.org/doi/10.1145/3394486.3403327,Geodemographic Influence Maximization.
https://dl.acm.org/doi/10.1145/3394486.3403328,A Self-Evolving Mutually-Operative Recurrent Network-based Model for Online Tool Condition Monitoring in Delay Scenario.
https://dl.acm.org/doi/10.1145/3394486.3403329,Maximizing Cumulative User Engagement in Sequential Recommendation: An Online Optimization Perspective.
https://dl.acm.org/doi/10.1145/3394486.3403330,Domain Specific Knowledge Graphs as a Service to the Public: Powering Social-Impact Funding in the US.
https://dl.acm.org/doi/10.1145/3394486.3403331,LRSpeech: Extremely Low-Resource Speech Synthesis and Recognition.
https://dl.acm.org/doi/10.1145/3394486.3403332,Doing in One Go: Delivery Time Inference Based on Couriers' Trajectories.
https://dl.acm.org/doi/10.1145/3394486.3403333,Improving Deep Learning for Airbnb Search.
https://dl.acm.org/doi/10.1145/3394486.3403334,General-Purpose User Embeddings based on Mobile App Usage.
https://dl.acm.org/doi/10.1145/3394486.3403335,Unsupervised Translation via Hierarchical Anchoring: Functional Mapping of Places across Cities.
https://dl.acm.org/doi/10.1145/3394486.3403336,Debiasing Grid-based Product Search in E-commerce.
https://dl.acm.org/doi/10.1145/3394486.3403337,Forecasting the Evolution of Hydropower Generation.
https://dl.acm.org/doi/10.1145/3394486.3403338,Salience and Market-aware Skill Extraction for Job Targeting.
https://dl.acm.org/doi/10.1145/3394486.3403339,DATE: Dual Attentive Tree-aware Embedding for Customs Fraud Detection.
https://dl.acm.org/doi/10.1145/3394486.3403340,User Sentiment as a Success Metric: Persistent Biases Under Full Randomization.
https://dl.acm.org/doi/10.1145/3394486.3403341,Improving Recommendation Quality in Google Drive.
https://dl.acm.org/doi/10.1145/3394486.3403342,Large-Scale Training System for 100-Million Classification at Alibaba.
https://dl.acm.org/doi/10.1145/3394486.3403343,Mining Implicit Relevance Feedback from User Behavior for Web Question Answering.
https://dl.acm.org/doi/10.1145/3394486.3403344,Controllable Multi-Interest Framework for Recommendation.
https://dl.acm.org/doi/10.1145/3394486.3403345,Managing Diversity in Airbnb Search.
https://dl.acm.org/doi/10.1145/3394486.3403346,Molecular Inverse-Design Platform for Material Industries.
https://dl.acm.org/doi/10.1145/3394486.3403347,Learning to Score Economic Development from Satellite Imagery.
https://dl.acm.org/doi/10.1145/3394486.3403348,A Request-level Guaranteed Delivery Advertising Planning: Forecasting and Allocation.
https://dl.acm.org/doi/10.1145/3394486.3403349,Two Sides of the Same Coin: White-box and Black-box Attacks for Transfer Learning.
https://dl.acm.org/doi/10.1145/3394486.3403350,Learning to Generate Personalized Query Auto-Completions via a Multi-View Multi-Task Attentive Approach.
https://dl.acm.org/doi/10.1145/3394486.3403351,"A Sleeping, Recovering Bandit Algorithm for Optimizing Recurring Notifications."
https://dl.acm.org/doi/10.1145/3394486.3403352,Multi-objective Optimization for Guaranteed Delivery in Video Service Platform.
https://dl.acm.org/doi/10.1145/3394486.3403353,Delivery Scope: A New Way of Restaurant Retrieval for On-demand Food Delivery Service.
https://dl.acm.org/doi/10.1145/3394486.3403354,Fraud Transactions Detection via Behavior Tree with Local Intention Calibration.
https://dl.acm.org/doi/10.1145/3394486.3403355,Balanced Order Batching with Task-Oriented Graph Clustering.
https://dl.acm.org/doi/10.1145/3394486.3403356,Efficiently Solving the Practical Vehicle Routing Problem: A Novel Joint Learning Approach.
https://dl.acm.org/doi/10.1145/3394486.3403357,Meta-Learning for Query Conceptualization at Web Scale.
https://dl.acm.org/doi/10.1145/3394486.3403358,Hybrid Spatio-Temporal Graph Convolutional Network: Improving Traffic Prediction with Navigation Data.
https://dl.acm.org/doi/10.1145/3394486.3403359,Multitask Mixture of Sequential Experts for User Activity Streams.
https://dl.acm.org/doi/10.1145/3394486.3403360,Identifying Homeless Youth At-Risk of Substance Use Disorder: Data-Driven Insights for Policymakers.
https://dl.acm.org/doi/10.1145/3394486.3403361,Interleaved Sequence RNNs for Fraud Detection.
https://dl.acm.org/doi/10.1145/3394486.3403362,Attention based Multi-Modal New Product Sales Time-series Forecasting.
https://dl.acm.org/doi/10.1145/3394486.3403363,Pest Management In Cotton Farms: An AI-System Case Study from the Global South.
https://dl.acm.org/doi/10.1145/3394486.3403364,TIES: Temporal Interaction Embeddings for Enhancing Social Media Integrity at Facebook.
https://dl.acm.org/doi/10.1145/3394486.3403365,Price Investment using Prescriptive Analytics and Optimization in Retail.
https://dl.acm.org/doi/10.1145/3394486.3403366,Climate Downscaling Using YNet: A Deep Convolutional Network with Skip Connections and Fusion.
https://dl.acm.org/doi/10.1145/3394486.3403367,Cracking the Black Box: Distilling Deep Sports Analytics.
https://dl.acm.org/doi/10.1145/3394486.3403368,Taming Pretrained Transformers for Extreme Multi-label Text Classification.
https://dl.acm.org/doi/10.1145/3394486.3403369,Prediction of Hourly Earnings and Completion Time on a Crowdsourcing Platform.
https://dl.acm.org/doi/10.1145/3394486.3403370,SimClusters: Community-Based Representations for Heterogeneous Recommendations at Twitter.
https://dl.acm.org/doi/10.1145/3394486.3403371,Time-Aware User Embeddings as a Service.
https://dl.acm.org/doi/10.1145/3394486.3403372,Shop The Look: Building a Large Scale Visual Shopping System at Pinterest.
https://dl.acm.org/doi/10.1145/3394486.3403373,Dynamic Heterogeneous Graph Neural Network for Real-time Event Prediction.
https://dl.acm.org/doi/10.1145/3394486.3403374,Bandit based Optimization of Multiple Objectives on a Music Streaming Platform.
https://dl.acm.org/doi/10.1145/3394486.3403375,Multimodal Deep Learning Based Crop Classification Using Multispectral and Multitemporal Satellite Imagery.
https://dl.acm.org/doi/10.1145/3394486.3403376,BusTr: Predicting Bus Travel Times from Real-Time Traffic.
https://dl.acm.org/doi/10.1145/3394486.3403377,Characterizing and Learning Representation on Customer Contact Journeys in Cellular Services.
https://dl.acm.org/doi/10.1145/3394486.3403378,CrowdQuake: A Networked System of Low-Cost Sensors for Earthquake Detection via Deep Learning.
https://dl.acm.org/doi/10.1145/3394486.3403379,An Empirical Analysis of Backward Compatibility in Machine Learning Systems.
https://dl.acm.org/doi/10.1145/3394486.3403380,DeepTriage: Automated Transfer Assistance for Incidents in Cloud Services.
https://dl.acm.org/doi/10.1145/3394486.3403381,"An Automatic Approach for Generating Rich, Linked Geo-Metadata from Historical Map Images."
https://dl.acm.org/doi/10.1145/3394486.3403382,Bootstrapping Complete The Look at Pinterest.
https://dl.acm.org/doi/10.1145/3394486.3403383,Explainable Classification of Brain Networks via Contrast Subgraphs.
https://dl.acm.org/doi/10.1145/3394486.3403384,Jointly Learning to Recommend and Advertise.
https://dl.acm.org/doi/10.1145/3394486.3403385,Fitbit for Chickens?: Time Series Data Mining Can Increase the Productivity of Poultry Farms.
https://dl.acm.org/doi/10.1145/3394486.3403386,CompactETA: A Fast Inference System for Travel Time Prediction.
https://dl.acm.org/doi/10.1145/3394486.3403387,Intelligent Exploration for User Interface Modules of Mobile App with Collective Learning.
https://dl.acm.org/doi/10.1145/3394486.3403388,Gemini: A Novel and Universal Heterogeneous Graph Information Fusing Framework for Online Recommendations.
https://dl.acm.org/doi/10.1145/3394486.3403389,Hypergraph Convolutional Recurrent Neural Network.
https://dl.acm.org/doi/10.1145/3394486.3403390,Towards Building an Intelligent Chatbot for Customer Service: Learning to Respond at the Appropriate Time.
https://dl.acm.org/doi/10.1145/3394486.3403391,Ads Allocation in Feed via Constrained Optimization.
https://dl.acm.org/doi/10.1145/3394486.3403392,USAD: UnSupervised Anomaly Detection on Multivariate Time Series.
https://dl.acm.org/doi/10.1145/3394486.3403393,A Dual Heterogeneous Graph Attention Network to Improve Long-Tail Performance for Shop Search in E-Commerce.
https://dl.acm.org/doi/10.1145/3394486.3403394,Learning with Limited Labels via Momentum Damped & Differentially Weighted Optimization.
https://dl.acm.org/doi/10.1145/3394486.3412862,Learning to Simulate Human Mobility.
https://dl.acm.org/doi/10.1145/3394486.3412863,Data-driven Simulation and Optimization for Covid-19 Exit Strategies.
https://dl.acm.org/doi/10.1145/3394486.3412856,Understanding the Impact of the COVID-19 Pandemic on Transportation-related Behaviors with Human Mobility Data.
https://dl.acm.org/doi/10.1145/3394486.3412859,Simulating the Impact of Hospital Capacity and Social Isolation to Minimize the Propagation of Infectious Diseases.
https://dl.acm.org/doi/10.1145/3394486.3412861,Effective Transfer Learning for Identifying Similar Questions: Matching User Questions to COVID-19 FAQs.
https://dl.acm.org/doi/10.1145/3394486.3412864,Hi-COVIDNet: Deep Learning Approach to Predict Inbound COVID-19 Patients and Case Study in South Korea.
https://dl.acm.org/doi/10.1145/3394486.3412865,Exploring Automatic Diagnosis of COVID-19 from Crowdsourced Respiratory Sound Data.
https://dl.acm.org/doi/10.1145/3394486.3412860,Understanding the Urban Pandemic Spreading of COVID-19 with Real World Mobility Data.
https://dl.acm.org/doi/10.1145/3394486.3409586,"Fighting a Pandemic: Convergence of Expertise, Data Science and Policy."
https://dl.acm.org/doi/10.1145/3394486.3406697,From Zero to AI Hero with Automated Machine Learning.
https://dl.acm.org/doi/10.1145/3394486.3406698,Put Deep Learning to Work: Accelerate Deep Learning through Amazon SageMaker and ML Services.
https://dl.acm.org/doi/10.1145/3394486.3406699,Building Forecasting Solutions Using Open-Source and Azure Machine Learning.
https://dl.acm.org/doi/10.1145/3394486.3406700,How to Calibrate your Neural Network Classifier: Getting True Probabilities from a Classification Model.
https://dl.acm.org/doi/10.1145/3394486.3406701,Neural Structured Learning: Training Neural Networks with Structured Signals.
https://dl.acm.org/doi/10.1145/3394486.3406702,Accelerating and Expanding End-to-End Data Science Workflows with DL/ML Interoperability Using RAPIDS.
https://dl.acm.org/doi/10.1145/3394486.3406703,DeepSpeed: System Optimizations Enable Training Deep Learning Models with Over 100 Billion Parameters.
https://dl.acm.org/doi/10.1145/3394486.3406704,Robust Deep Learning Methods for Anomaly Detection.
https://dl.acm.org/doi/10.1145/3394486.3406706,"Faster, Simpler, More Accurate: Practical Automated Machine Learning with Tabular, Text, and Image Data."
https://dl.acm.org/doi/10.1145/3394486.3406707,Intelligible and Explainable Machine Learning: Best Practices and Practical Challenges.
https://dl.acm.org/doi/10.1145/3394486.3406708,Dealing with Bias and Fairness in Data Science Systems: A Practical Hands-on Tutorial.
https://dl.acm.org/doi/10.1145/3394486.3406709,Deep Learning for Search and Recommender Systems in Practice.
https://dl.acm.org/doi/10.1145/3394486.3406710,Computer Vision: Deep Dive into Object Segmentation Approaches.
https://dl.acm.org/doi/10.1145/3394486.3406711,In Search for a Cure: Recommendation With Knowledge Graph on CORD-19.
https://dl.acm.org/doi/10.1145/3394486.3406712,Scalable Graph Neural Networks with Deep Graph Library.
https://dl.acm.org/doi/10.1145/3394486.3406713,Introduction to Computer Vision and Real Time Deep Learning-based Object Detection.
https://dl.acm.org/doi/10.1145/3394486.3406714,Building Recommender Systems with PyTorch.
https://dl.acm.org/doi/10.1145/3394486.3406460,Causal Inference Meets Machine Learning.
https://dl.acm.org/doi/10.1145/3394486.3406461,Fairness in Machine Learning for Healthcare.
https://dl.acm.org/doi/10.1145/3394486.3406462,Learning from All Types of Experiences: A Unifying Machine Learning Perspective.
https://dl.acm.org/doi/10.1145/3394486.3406463,Advances in Recommender Systems: From Multi-stakeholder Marketplaces to Automated RecSys.
https://dl.acm.org/doi/10.1145/3394486.3406464,Physics Inspired Models in Artificial Intelligence.
https://dl.acm.org/doi/10.1145/3394486.3406465,Scientific Text Mining and Knowledge Graphs.
https://dl.acm.org/doi/10.1145/3394486.3406466,Learning with Small Data.
https://dl.acm.org/doi/10.1145/3394486.3406467,"Adversarial Attacks and Defenses: Frontiers, Advances and Practice."
https://dl.acm.org/doi/10.1145/3394486.3406468,"Multi-modal Information Extraction from Text, Semi-structured, and Tabular Data on the Web."
https://dl.acm.org/doi/10.1145/3394486.3406469,Recent Advances on Graph Analytics and Its Applications in Healthcare.
https://dl.acm.org/doi/10.1145/3394486.3406470,Tutorial on Human-Centered Explainability for Healthcare.
https://dl.acm.org/doi/10.1145/3394486.3406471,Recent Advances in Multimodal Educational Data Mining in K-12 Education.
https://dl.acm.org/doi/10.1145/3394486.3406472,Tutorial on Online User Engagement: Metrics and Optimization.
https://dl.acm.org/doi/10.1145/3394486.3406473,Data Pricing - From Economics to Data Science.
https://dl.acm.org/doi/10.1145/3394486.3406474,"Deep Graph Learning: Foundations, Advances and Applications."
https://dl.acm.org/doi/10.1145/3394486.3406475,Multi-modal Network Representation Learning.
https://dl.acm.org/doi/10.1145/3394486.3406476,Data Science for the Real Estate Industry.
https://dl.acm.org/doi/10.1145/3394486.3406477,Overview and Importance of Data Quality for Machine Learning Tasks.
https://dl.acm.org/doi/10.1145/3394486.3406478,Interpreting and Explaining Deep Neural Networks: A Perspective on Time Series Data.
https://dl.acm.org/doi/10.1145/3394486.3406479,Edge AI: Systems Design and ML for IoT Data Analytics.
https://dl.acm.org/doi/10.1145/3394486.3406480,Data Sketching for Real Time Analytics: Theory and Practice.
https://dl.acm.org/doi/10.1145/3394486.3406481,Deep Learning for Anomaly Detection.
https://dl.acm.org/doi/10.1145/3394486.3406482,"Deep Learning for Industrial AI: Challenges, New Methods and Best Practices."
https://dl.acm.org/doi/10.1145/3394486.3406483,Embedding-Driven Multi-Dimensional Topic Mining and Text Analysis.
https://dl.acm.org/doi/10.1145/3394486.3406484,Learning by Exploration: New Challenges in Real-World Environments.
https://dl.acm.org/doi/10.1145/3394486.3406485,Image and Video Understanding for Recommendation and Spam Detection Systems.
https://dl.acm.org/doi/10.1145/3394486.3406486,Data-Driven Never-Ending Learning Question Answering Systems.
https://dl.acm.org/doi/10.1145/3394486.3411063,How Can Computer Science Education Address Inequities.
https://dl.acm.org/doi/10.1145/3394486.3411064,"Diversity and Inclusion, a Perspective from a Four Years MSI Faculty Member."
https://dl.acm.org/doi/10.1145/3394486.3411065,CoRE Lab - An Effort to Engage College Hispanic Students in STEM.
https://dl.acm.org/doi/10.1145/3394486.3411066,Support for Diverse Students.
https://dl.acm.org/doi/10.1145/3394486.3411067,Broadening Participation in Technology Policy.
https://dl.acm.org/doi/10.1145/3394486.3411068,"The Dark Side of Machine Learning Algorithms: How and Why They Can Leverage Bias, and What Can Be Done to Pursue Algorithmic Fairness."
https://dl.acm.org/doi/10.1145/3394486.3411069,Accessible Online Meetings and Presentations.
https://dl.acm.org/doi/10.1145/3394486.3411070,"Perspectives on Broadening Participation in STEM Careers across Academia, Government, and Industry."
https://dl.acm.org/doi/10.1145/3394486.3411071,The Illusion of Inclusion: Large Scale Genomic Data Sovereignty and Indigenous Populations.
https://dl.acm.org/doi/10.1145/3394486.3411072,Models of Data Governance and Advancing Indigenous Genomic Data Sovereignty.
https://dl.acm.org/doi/10.1145/3394486.3411074,No Computation without Representation: Avoiding Data and Algorithm Biases through Diversity.
https://dl.acm.org/doi/10.1145/3394486.3411075,Mutually Beneficial Collaborations to Broaden Participation of Hispanics in Data Science.
https://dl.acm.org/doi/10.1145/3394486.3411076,Bringing Inclusive Diversity to Data Science: Opportunities and Challenges.
https://dl.acm.org/d
